I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,Label
0.0,0.17187897279430459,0.0,0.0,0.004759582945484454,0.0,0.0,0.03290676416819013,0.005499379102359411,0.0,0.0,0.030612244897959183,0.0,56,74,1070,819,20,6,1092,2,1,203,623,1078,737,9,398,622,3,387,0,0,2,0,3,163,0,0,0
0.18947368421052632,0.0003813882532418001,0.000354735721887194,0.08045977011494253,0.0007643701087946889,0.001509271237602415,0.01085645355850422,0.012797074954296161,0.0012417952811779316,0.25,0.02702702702702703,0.0,0.00909090909090909,43,77,497,285,11,4,522,2,1,849,742,906,320,2,723,1020,8,263,23,2,1119,3,0,86,1,540,0
0.0,0.0002542588354945334,0.0023649048125812936,0.22988505747126436,0.0014194037716148797,0.00646830530401035,0.004221954161640531,0.056672760511883,0.005321979776476849,0.0,0.02702702702702703,0.0,0.02857142857142857,33,238,581,273,1,4,491,17,1,88,690,442,521,13,748,925,8,364,23,1,479,5,7,194,28,244,0
0.0,0.008771929824561403,0.000354735721887194,0.13793103448275862,0.0014479691493920008,0.01121172919361794,0.008443908323281062,0.010968921389396709,0.012772751463544438,0.0,0.02702702702702703,0.0,0.015584415584415584,26,66,1036,177,1,6,523,2,1,777,737,490,328,13,730,817,8,88,0,0,576,0,0,547,0,0,0
0.0,0.0010170353419781336,0.008631902565921721,0.011494252873563218,0.010146619189038775,0.04161276412246658,0.0006031363088057901,0.04570383912248629,0.010466560227071138,0.0,0.02702702702702703,0.0,0.01948051948051948,0,230,1256,88,1,4,79,2,1,613,711,374,263,2,774,772,7,465,20,3,191,0,2,197,8,448,0
0.0,0.0001271294177472667,0.0013006976469197116,0.08045977011494253,0.007080273636618844,0.00905562742561449,0.0012062726176115801,0.02376599634369287,0.007273372361185027,0.0,0.02702702702702703,0.0,0.00909090909090909,33,12,588,325,1,0,975,2,1,194,440,798,6,3,710,1056,7,188,48,2,625,0,0,67,27,24,0
0.0,0.0002542588354945334,0.0013006976469197116,0.10344827586206896,0.01597789630767867,0.19232427770590774,0.0048250904704463205,0.08226691042047532,0.07752350541067944,0.0,0.05405405405405406,0.0,0.012987012987012988,0,204,1070,819,1,4,404,2,1,194,564,1078,622,2,98,622,8,390,0,0,2,0,10,163,0,0,1
0.0,0.0001271294177472667,0.012652240747309921,0.26436781609195403,9.850130267972794e-06,0.0,0.0,0.043875685557586835,0.004080184495298918,0.0,0.0,0.0,0.02987012987012987,0,120,1259,520,1,4,772,2,1,126,147,898,621,3,577,337,1,490,4,1,572,0,7,618,4,3,0
0.0,0.002669717772692601,0.000709471443774388,0.0,0.038707071901025895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,51,729,567,1,4,99,2,1,160,322,1096,267,13,81,681,7,73,0,0,558,0,2,543,0,0,0
0.0,0.0003813882532418001,0.0035473572188719402,0.0,0.005954403746989554,0.0,0.0,0.0018281535648994515,0.0023061912364733014,0.0,0.0,0.0,0.0,0,126,1244,1015,1,6,552,17,1,194,376,391,566,2,757,636,0,2,23,3,804,0,8,547,27,330,0
0.0,0.0003813882532418001,0.0,0.0,0.01282092955679339,0.11103924105217766,0.011459589867310011,0.016453382084095063,0.07734610608479688,0.0,0.05405405405405406,0.0,0.0,0,152,932,1015,1,4,102,2,1,907,451,897,750,13,56,636,3,260,0,0,804,0,10,547,0,0,0
0.0,0.0003813882532418001,0.0,0.0,0.03585545918844777,0.0,0.0,0.0,0.001951392584708178,0.0,0.0,0.0,0.0,33,131,438,526,11,0,479,17,1,194,601,66,561,13,569,47,5,102,93,2,794,0,0,155,2,524,0
0.0,0.010933129926264936,0.000354735721887194,0.034482758620689655,0.020030239899922676,0.02414833980163864,0.00904704463208685,0.009140767824497258,0.019159127195316657,0.0,0.02702702702702703,0.0,0.003896103896103896,56,51,0,0,1,0,707,20,1,270,209,0,649,2,358,0,8,194,0,0,0,0,0,0,0,0,0
0.0,0.0001271294177472667,0.000709471443774388,0.0,0.001582915934063228,0.01940491591203105,0.0006031363088057901,0.018281535648994516,0.005321979776476849,0.0,0.02702702702702703,0.0,0.014285714285714285,33,82,600,349,9,4,805,2,1,515,634,363,457,13,738,320,8,71,23,1,161,0,10,355,29,139,0
0.010526315789473684,0.0006356470887363335,0.0013006976469197116,0.06896551724137931,0.00132878257314953,0.00129366106080207,0.006031363088057901,0.012797074954296161,0.0015965939329430547,0.0,0.10810810810810811,0.0,0.007792207792207792,0,12,1279,489,1,0,944,5,1,185,794,735,576,8,469,1073,8,188,115,2,899,0,0,150,27,104,1
0.0,0.18649885583524026,0.0005912262031453234,0.0,0.011807351152218988,0.0,0.0,0.0,0.002483590562355863,0.0,0.0,0.0,0.0,26,91,60,880,1,4,719,19,1,194,851,1200,519,13,336,757,5,404,84,2,664,0,1,252,18,72,0
0.0,0.0006356470887363335,0.002837885775097552,0.4942528735632184,0.0,0.0,0.0,0.10054844606946983,0.009224764945893206,0.0,0.0,0.0,0.06753246753246753,0,125,21,819,1,4,813,2,0,194,576,680,12,13,79,245,2,0,0,0,1094,0,8,163,0,0,0
0.042105263157894736,0.0003813882532418001,0.0027196405344684874,0.24137931034482757,1.970026053594559e-06,0.0,0.004221954161640531,0.04204753199268738,0.012772751463544438,0.25,0.08108108108108109,0.0,0.0,0,51,1003,865,9,5,795,2,1,889,482,450,106,2,520,437,8,305,0,0,937,0,2,115,0,0,1
0.0,0.10246631070429696,0.0,0.0,0.1977512152598218,0.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0012987012987012987,56,144,623,633,1,5,591,2,0,9,149,608,397,2,245,1084,7,164,0,0,231,0,1,85,0,0,0
0.0,0.04538520213577422,0.0,0.0,0.0014814595923031083,0.002802932298404485,0.0012062726176115801,0.02376599634369287,0.041688841582401985,0.0,0.02702702702702703,0.0,0.0,0,74,1070,819,1,4,191,2,1,783,579,1078,21,9,398,622,0,387,0,0,2,3,3,163,0,0,0
0.0,0.0002542588354945334,0.0027196405344684874,0.04597701149425287,0.003003304718704905,0.012721000431220354,0.00180940892641737,0.009140767824497258,0.0031931878658861094,0.0,0.02702702702702703,0.0,0.005194805194805195,0,230,157,383,11,5,1036,2,1,754,268,743,78,13,295,360,0,147,115,2,1005,0,1,365,19,252,0
0.09473684210526316,0.0003813882532418001,0.0,0.011494252873563218,1.970026053594559e-06,0.00021561017680034498,0.00542822677925211,0.0018281535648994515,0.00017739932588256165,0.25,0.02702702702702703,0.11224489795918366,0.0,10,51,0,0,6,4,335,2,1,194,609,0,304,3,454,0,6,479,0,0,0,3,11,0,0,0,0
0.021052631578947368,0.0002542588354945334,0.0023649048125812936,0.24137931034482757,1.773023448235103e-05,0.004959034066407935,0.0012062726176115801,0.05301645338208409,0.0037253858435337944,0.25,0.02702702702702703,0.0,0.02727272727272727,0,51,1009,675,1,5,951,17,1,150,201,1024,345,2,597,72,8,329,0,0,555,0,0,359,0,0,1
0.031578947368421054,0.0019069412662090005,0.00023649048125812936,0.022988505747126436,4.2355560152283014e-05,0.00043122035360068997,0.00542822677925211,0.018281535648994516,0.006918573709419904,0.25,0.05405405405405406,0.0,0.0025974025974025974,33,12,1106,268,11,0,428,2,1,643,442,39,116,2,185,821,8,188,115,2,177,0,0,474,27,39,0
0.0,0.0002542588354945334,0.00011824524062906468,0.0,0.0,0.0,0.0,0.0018281535648994515,0.0003547986517651233,0.0,0.0,0.0,0.0,33,51,1003,865,1,4,69,11,0,194,452,450,336,13,52,437,2,486,0,0,937,5,8,115,0,0,0
0.0,0.004576659038901601,0.0,0.034482758620689655,0.006342498879547682,0.08020698576972833,0.0012062726176115801,0.02010968921389397,0.10306900833776832,0.0,0.05405405405405406,0.0,0.003896103896103896,43,202,531,12,11,4,1099,2,1,447,308,327,174,2,41,469,8,301,0,0,138,0,0,404,0,0,0
0.010526315789473684,0.018688024408848206,0.00023649048125812936,0.04597701149425287,0.0010303236260299543,0.04031910306166451,0.0006031363088057901,0.02010968921389397,0.039560049671811245,0.25,0.02702702702702703,0.0,0.03896103896103896,0,186,644,88,11,6,973,2,1,849,464,946,86,2,35,142,8,215,23,3,952,0,2,197,1,448,0
0.0,0.00928044749555047,0.0,0.0,0.011619213664100708,0.17895644674428635,0.0012062726176115801,0.0603290676416819,0.03636686180592514,0.0,0.02702702702702703,0.0,0.0,0,116,338,369,1,4,686,17,1,683,851,594,519,3,133,164,8,362,0,0,985,0,2,272,0,0,0
0.0,0.005975082634121535,0.00011824524062906468,0.1724137931034483,0.0015996611555187817,0.02630444156964209,0.0048250904704463205,0.04570383912248629,0.04044704630122405,0.0,0.05405405405405406,0.0,0.053246753246753244,0,91,1222,609,11,4,750,21,1,759,88,1205,603,2,53,674,8,404,19,2,715,0,10,81,18,41,0
0.021052631578947368,0.012967200610221203,0.0005912262031453234,0.5977011494252873,0.00017139226666272662,0.030616645105648987,0.00361881785283474,0.03290676416819013,0.030512684051800604,0.25,0.05405405405405406,0.0,0.15844155844155844,0,77,270,906,7,1,973,5,1,233,464,108,86,2,310,984,8,388,158,2,95,0,0,52,1,136,0
0.010526315789473684,0.0003813882532418001,0.0,0.08045977011494253,6.895091187580956e-05,0.0017248814144027599,0.0012062726176115801,0.016453382084095063,0.07095973035302466,0.25,0.05405405405405406,0.0,0.01038961038961039,0,126,784,900,1,4,229,5,1,194,457,76,799,2,82,752,0,306,23,3,678,0,0,67,27,93,0
0.05263157894736842,0.0003813882532418001,0.003665602459501005,0.04597701149425287,0.0,0.0,0.0030156815440289505,0.007312614259597806,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.0,0,194,824,579,0,5,598,2,1,432,658,954,102,3,241,624,8,291,23,3,1101,3,0,690,28,231,1
0.06315789473684211,0.0003813882532418001,0.0023649048125812936,0.08045977011494253,0.00017139226666272662,0.0043122035360069,0.00361881785283474,0.012797074954296161,0.0033705871917686712,0.25,0.02702702702702703,0.0,0.00909090909090909,75,126,1174,556,1,6,815,17,1,897,453,382,392,3,47,789,8,2,23,1,638,0,1,67,27,330,0
0.0,0.0002542588354945334,0.0005912262031453234,0.022988505747126436,0.025419246169530594,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,0,51,250,151,6,4,972,2,1,194,843,673,23,3,766,730,8,203,0,0,749,0,2,286,0,0,0
0.0,0.0003813882532418001,0.0005912262031453234,0.05747126436781609,0.011877287077121596,0.0034497628288055198,0.0012062726176115801,0.007312614259597806,0.0026609898882384245,0.0,0.02702702702702703,0.0,0.006493506493506494,33,126,1156,823,1,4,828,17,1,370,583,947,288,3,34,1041,4,39,23,2,72,3,0,67,27,80,0
0.0,0.4326214085939486,0.0,0.0,0.03900060578301148,0.08645968089693834,0.0006031363088057901,0.0,0.0037253858435337944,0.0,0.0,0.0,0.0,56,146,1282,227,1,3,171,2,1,635,18,1221,801,13,268,963,0,258,0,0,781,0,0,142,0,0,0
0.0,0.0010170353419781336,0.00011824524062906468,0.011494252873563218,0.0,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,51,190,253,1,6,633,2,0,194,872,940,345,2,449,1047,2,117,0,0,18,3,3,613,0,0,1
0.10526315789473684,0.0002542588354945334,0.0031926214969847464,0.24137931034482757,4.925065133986397e-06,0.003234152652005175,0.006031363088057901,0.04021937842778794,0.003902785169416356,0.5,0.05405405405405406,0.0,0.01948051948051948,0,178,383,545,11,4,131,2,1,194,418,402,45,2,797,1120,8,421,23,1,923,0,1,109,20,45,0
0.021052631578947368,0.0002542588354945334,0.0013006976469197116,0.09195402298850575,3.940052107189118e-06,0.0,0.024728588661037394,0.08043875685557587,0.06776654248713855,0.5,0.32432432432432434,0.0,0.0,0,126,1174,556,1,0,454,2,1,510,86,382,451,13,539,789,3,2,23,1,638,0,7,67,27,410,1
0.0,0.01233155352148487,0.000354735721887194,0.022988505747126436,0.013195234506976355,0.2261750754635619,0.00180940892641737,0.003656307129798903,0.06723434450949087,0.0,0.05405405405405406,0.0,0.0025974025974025974,26,215,634,872,1,4,720,2,1,260,465,761,216,2,156,217,8,252,0,0,1062,3,0,531,0,0,0
0.15789473684210525,0.0003813882532418001,0.0013006976469197116,0.10344827586206896,0.0013622730160606374,0.0038809831824062097,0.022919179734620022,0.031078610603290677,0.025722902252971438,0.0,0.10810810810810811,0.0,0.01948051948051948,33,33,1236,134,1,5,660,2,1,309,234,89,353,2,524,1061,8,282,0,0,1174,0,3,264,0,0,0
0.0,0.0020340706839562673,0.000354735721887194,0.04597701149425287,0.011834931516969313,0.0038809831824062097,0.0006031363088057901,0.012797074954296161,0.0031931878658861094,0.0,0.02702702702702703,0.0,0.005194805194805195,26,244,1040,467,1,0,210,2,1,172,469,836,812,2,508,22,7,426,0,0,276,0,0,207,0,0,0
0.0,0.0003813882532418001,0.00023649048125812936,0.0,0.00046098609654112674,0.0,0.0,0.007312614259597806,0.0003547986517651233,0.0,0.0,0.0,0.0,26,125,21,819,0,5,308,2,1,704,923,680,798,13,584,245,1,175,0,0,1094,0,7,163,0,0,0
0.0,0.0001271294177472667,0.0,0.0,0.010259895687120463,0.014445881845623114,0.00542822677925211,0.0,0.012417952811779315,0.0,0.05405405405405406,0.0,0.0,27,185,449,1008,1,4,76,4,1,686,838,638,301,13,680,929,8,30,0,0,837,0,0,333,0,0,1
0.0,0.002669717772692601,0.0,0.0,0.01775485980802096,0.12958171625700735,0.00180940892641737,0.0,0.005144580450594288,0.0,0.02702702702702703,0.0,0.0,33,85,425,669,1,5,1048,17,1,572,816,480,652,2,382,891,0,276,0,0,1065,3,10,278,0,0,1
0.0,0.0011441647597254002,0.00011824524062906468,0.0,0.008991198908605566,0.0,0.0,0.0,0.0012417952811779316,0.0,0.0,0.0,0.0,52,51,149,269,1,5,398,2,1,194,533,347,500,2,316,836,5,453,0,0,502,0,8,67,0,0,0
0.0,0.2344266463259598,0.0,0.0,0.06269115409051285,0.0,0.0,0.0,0.00017739932588256165,0.0,0.0,0.0,0.0,0,59,0,0,9,4,669,2,0,783,579,0,21,13,170,0,4,136,0,0,0,0,1,0,0,0,1
0.0,0.0003813882532418001,0.009459619250325174,0.0,0.0018203040735213724,0.06188012074169901,0.0006031363088057901,0.007312614259597806,0.008160368990597836,0.0,0.02702702702702703,0.0,0.005194805194805195,0,12,113,91,1,4,938,2,1,194,30,1015,496,2,185,104,7,188,124,2,1045,0,0,592,27,386,0
0.0,0.0003813882532418001,0.00011824524062906468,0.0,0.0032278876888146846,0.0,0.0,0.03473491773308958,0.0003547986517651233,0.0,0.0,0.02040816326530612,0.0,56,215,634,872,11,5,1014,2,1,319,439,761,488,13,536,217,3,89,0,0,1062,0,1,531,0,0,0
0.0,0.0003813882532418001,0.0008277166844034528,0.06896551724137931,0.00016843722758233477,0.0,0.0,0.014625228519195612,0.0014191946070604932,0.0,0.0,0.0,0.007792207792207792,0,12,255,822,1,0,1102,2,1,194,448,766,120,13,273,1081,5,188,45,3,258,0,0,151,27,344,1
0.010526315789473684,0.0008899059242308669,0.01064207165661582,0.24137931034482757,0.00027875868658363005,0.0068995256576110395,0.0006031363088057901,0.0603290676416819,0.005676778428241973,0.25,0.02702702702702703,0.0,0.02727272727272727,26,30,504,709,1,0,528,2,1,261,279,1079,262,0,576,495,7,493,68,3,63,0,1,117,24,113,0
0.0,0.0,0.0004729809625162587,0.011494252873563218,0.00019798761838625317,0.0,0.0,0.0018281535648994515,0.00017739932588256165,0.0,0.0,0.0,0.0012987012987012987,0,53,1122,721,1,6,72,17,1,194,210,197,234,2,771,75,1,244,23,1,618,1,0,233,2,324,0
0.0,0.005847953216374269,0.0004729809625162587,0.09195402298850575,0.018725097639416283,0.0536869340232859,0.016887816646562123,0.056672760511883,0.025013304949441192,0.0,0.02702702702702703,0.0,0.01038961038961039,0,215,1070,819,1,4,985,2,1,138,31,1078,202,13,733,622,8,143,0,0,2,0,0,163,0,0,0
0.010526315789473684,0.0002542588354945334,0.007804185881518269,0.3333333333333333,2.4625325669931986e-05,0.006252695127210005,0.00904704463208685,0.051188299817184646,0.17136774880255454,0.25,0.1891891891891892,0.0,0.03766233766233766,33,91,857,288,1,4,104,2,1,653,113,598,261,2,53,53,4,404,60,2,810,0,2,266,18,44,0
0.021052631578947368,0.0001271294177472667,0.004966300106420717,0.16091954022988506,0.00029747393409277836,0.00819318671841311,0.015078407720144751,0.06946983546617916,0.015965939329430547,0.25,0.08108108108108109,0.0,0.04935064935064935,0,12,801,305,1,4,384,2,1,34,590,1223,764,2,185,1142,8,188,23,3,929,0,2,67,27,187,0
0.0,0.0002542588354945334,0.0,0.022988505747126436,0.006433120078013032,0.00819318671841311,0.006031363088057901,0.003656307129798903,0.016675536632960796,0.0,0.10810810810810811,0.0,0.0025974025974025974,0,96,1070,819,9,5,103,2,1,736,836,1078,516,3,197,622,8,15,0,0,2,0,2,163,0,0,1
0.0,0.0006356470887363335,0.002246659571952229,0.24137931034482757,0.00886708726722911,0.015092712376024149,0.0030156815440289505,0.03656307129798903,0.007450771687067589,0.0,0.05405405405405406,0.0,0.02727272727272727,43,12,579,147,4,3,6,2,1,523,306,346,398,14,87,954,8,188,36,2,750,2,0,175,27,150,0
0.07368421052631578,0.046147978642257816,0.00011824524062906468,0.0,4.925065133986397e-06,0.0,0.004221954161640531,0.0,0.0,0.75,0.08108108108108109,0.0,0.0,0,147,0,0,1,4,413,2,1,144,406,0,646,2,719,0,8,76,23,1,0,0,1,0,1,16,1
0.0,0.0001271294177472667,0.00023649048125812936,0.0,0.004269046458139409,0.0,0.0,0.0,0.034592868547099524,0.0,0.0,0.0,0.0,0,10,767,1002,1,4,247,2,1,194,822,843,160,13,620,866,5,386,0,0,20,0,1,573,0,0,0
0.0,0.0001271294177472667,0.0,0.0,0.0014430440842580143,0.0,0.010253317249698432,0.0,0.0007095973035302466,0.0,0.10810810810810811,0.0,0.0,7,51,1268,436,1,6,147,5,1,823,419,143,282,2,270,1128,8,487,0,0,1154,0,0,547,0,0,1
0.14736842105263157,0.0001271294177472667,0.0017736786094359701,0.14942528735632182,0.00016942224060913206,0.0043122035360069,0.023522316043425813,0.021937842778793418,0.05038140855064751,0.25,0.13513513513513514,0.0,0.016883116883116882,0,76,549,428,1,1,356,2,1,194,674,466,597,13,177,197,8,155,23,3,623,0,0,310,27,494,0
0.0,0.0003813882532418001,0.00011824524062906468,0.011494252873563218,0.0015750358298488498,0.009702457956015525,0.006634499396863691,0.0018281535648994515,0.0010643959552953698,0.0,0.02702702702702703,0.0,0.0012987012987012987,0,38,1070,819,1,5,208,2,1,206,607,1078,99,3,230,622,8,354,0,0,2,0,2,163,0,0,0
0.0,0.0001271294177472667,0.00023649048125812936,0.0,0.04057071654772634,0.0,0.0,0.0,0.01827213056590385,0.0,0.0,0.0,0.0,0,126,882,556,11,1,344,2,1,304,678,1052,264,13,539,912,8,2,23,3,472,0,0,67,27,330,1
0.0,0.0013984235952199337,0.0008277166844034528,0.13793103448275862,0.0016183764030279302,0.0038809831824062097,0.0006031363088057901,0.021937842778793418,0.0037253858435337944,0.0,0.02702702702702703,0.0,0.015584415584415584,43,12,515,191,1,0,851,2,1,298,180,510,314,13,273,1048,4,188,23,3,390,0,0,175,27,33,1
0.0,0.0002542588354945334,0.0017736786094359701,0.022988505747126436,0.019810581994946883,0.06576110392410522,0.0006031363088057901,0.07861060329067641,0.04044704630122405,0.0,0.02702702702702703,0.0,0.03896103896103896,0,13,21,819,1,4,1156,2,1,367,517,680,423,2,246,245,7,139,0,0,1094,0,5,163,0,0,0
0.0,0.004576659038901601,0.0008277166844034528,0.022988505747126436,0.03916313293243303,0.04247520482966796,0.00180940892641737,0.02376599634369287,0.034060670569451834,0.0,0.0,0.0,0.016883116883116882,33,103,907,872,11,4,101,2,1,545,685,1084,405,13,792,78,8,242,0,0,585,0,7,531,0,0,0
0.031578947368421054,0.34490211034833457,0.0020101690906940994,0.0,3.940052107189118e-06,0.0,0.00180940892641737,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,51,806,299,1,4,488,2,1,876,82,616,210,13,309,230,0,237,0,0,484,0,0,332,0,0,0
0.0,0.0005085176709890668,0.006030507272082299,0.08045977011494253,0.0016479267938318484,0.04333764553686934,0.0006031363088057901,0.010968921389396709,0.023239311690615577,0.0,0.02702702702702703,0.0,0.01038961038961039,33,199,333,54,7,0,459,2,1,341,316,1229,355,3,448,1002,8,405,4,2,230,0,0,468,28,350,0
0.010526315789473684,0.008009153318077803,0.000354735721887194,0.04597701149425287,9.850130267972794e-07,0.0008624407072013799,0.0006031363088057901,0.007312614259597806,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.005194805194805195,0,52,182,864,1,5,779,5,1,226,621,313,745,2,732,1079,7,517,23,1,1049,0,1,238,1,324,0
0.43157894736842106,0.0001271294177472667,0.0,0.0,0.0002196579049757933,0.010996119016817595,0.09227985524728588,0.07312614259597806,0.021997516409437645,0.5,0.1891891891891892,0.07142857142857142,0.0,0,149,82,31,1,4,306,2,1,48,707,930,412,13,568,583,3,72,23,2,751,3,0,667,19,169,1
0.0,0.0016526824307144673,0.00023649048125812936,0.022988505747126436,0.009267002556108805,0.00905562742561449,0.004221954161640531,0.003656307129798903,0.00975696292354089,0.0,0.08108108108108109,0.0,0.0025974025974025974,0,224,133,911,1,3,354,17,1,163,829,699,229,13,180,238,8,377,0,0,627,0,0,697,0,0,0
0.0,0.0020340706839562673,0.0013006976469197116,0.3218390804597701,0.0,0.0,0.0,0.054844606946983544,0.005144580450594288,0.0,0.0,0.0,0.03766233766233766,43,10,659,738,9,4,813,11,0,194,576,726,12,2,432,614,2,386,0,0,41,0,8,712,0,0,0
0.010526315789473684,0.0015255530129672005,0.000354735721887194,0.022988505747126436,0.000243298217618928,0.000646830530401035,0.0006031363088057901,0.005484460694698354,0.0003547986517651233,0.25,0.02702702702702703,0.01020408163265306,0.0025974025974025974,9,37,633,1005,1,1,1063,2,1,408,463,155,448,13,515,663,4,285,95,2,47,0,0,471,28,412,1
0.0,0.0002542588354945334,0.0004729809625162587,0.08045977011494253,0.005874617691818975,0.0,0.0,0.014625228519195612,0.0005321979776476849,0.0,0.0,0.0,0.01038961038961039,0,204,1070,819,6,4,541,2,1,251,598,1078,596,13,276,622,0,390,0,0,2,0,0,163,0,0,0
0.0,0.0003813882532418001,0.0,0.05747126436781609,0.006921686539304483,0.059508408796895215,0.0012062726176115801,0.043875685557586835,0.019691325172964343,0.0,0.02702702702702703,0.0,0.007792207792207792,0,19,1070,819,1,4,11,2,1,58,922,1078,712,3,461,622,0,417,0,0,2,0,0,163,0,0,0
0.0,0.06928553267226036,0.0,0.0,0.03731426348113454,0.017464424320827943,0.0,0.007312614259597806,0.012595352137661877,0.0,0.0,0.0,0.0,0,154,1070,819,1,4,377,2,1,853,6,1078,710,13,12,622,7,1,0,0,2,0,5,163,0,0,0
0.031578947368421054,0.0035596236969234673,0.00011824524062906468,0.011494252873563218,0.0014095536413469068,0.00021561017680034498,0.006634499396863691,0.0018281535648994515,0.00017739932588256165,0.0,0.02702702702702703,0.0,0.0012987012987012987,33,202,1154,12,1,0,520,2,1,134,822,227,160,13,526,469,8,301,0,0,138,0,0,404,0,0,0
0.0,0.0002542588354945334,0.0,0.011494252873563218,0.003295853587663697,0.07934454506252696,0.00180940892641737,0.07678244972577697,0.01720773461060848,0.0,0.05405405405405406,0.0,0.05584415584415584,43,215,634,872,1,5,282,2,1,230,465,761,216,13,530,217,8,252,0,0,1062,0,0,531,0,0,0
0.021052631578947368,0.2696414950419527,0.00011824524062906468,0.0,0.0007298946528567841,0.00021561017680034498,0.0012062726176115801,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,0,30,18,782,1,4,840,11,1,897,4,162,659,2,743,972,0,325,23,1,875,0,0,197,24,392,0
0.0,0.008644800406814136,0.010523826415986757,0.0,0.3520554759336692,0.0,0.0,0.03473491773308958,0.0,0.0,0.0,0.0,0.033766233766233764,43,52,537,559,1,0,1074,1,0,152,611,146,376,3,737,487,7,181,23,1,659,0,2,509,1,126,0
0.0,0.005212306127637935,0.00023649048125812936,0.05747126436781609,0.00332737400452121,0.0,0.0,0.04021937842778794,0.0008869966294128083,0.0,0.0,0.0,0.006493506493506494,53,34,866,506,14,4,563,17,1,194,313,852,773,3,76,767,8,217,0,0,681,0,0,15,0,0,1
